1623766834,Firefox,1613,2135
1623766834,HTTP,22082,41805
1623766834,_err_904,1663,3096
1623766834,ICMP,880,414
1623767036,DNS,1040,0
1623767036,Firefox,2130,3072
1623767036,HTTP,2130,3072
1623767155,Firefox,1613,2135
1623767155,HTTP,1613,2135
1623767312,DNS,716,0
1623767312,Firefox,2672,3276
1623767312,HTTP,2672,3276
